32,31,22
32,34,88
32,35,54
32,39,46
32,41,70
32,43,49
32,50,33
33,1,27
33,6,70
33,10,67
33,19,53
33,21,37
33,22,46
33,26,57
33,27,74
33,28,45
33,29,69
33,32,78
33,33,0
33,37,21
33,40,32
33,42,8
33,44,16
33,45,19
33,46,9
33,48,48
34,22,33
34,33,94
34,38,47
34,40,52
34,48,66
35,13,61
35,31,13
36,11,88
36,13,52
36,18,79
36,20,62
36,22,92
36,27,73
36,39,49
36,40,78
37,3,9
37,12,81
37,18,11
37,25,18
37,30,48
37,39,72
37,44,71
37,47,87
37,48,51
38,1,27
38,2,6
38,3,36
38,4,26
38,14,34
38,20,59
38,21,89
38,22,11
38,25,10
38,27,14
38,30,94
38,33,54
38,36,83
38,41,42
38,43,40
38,46,19
38,47,57
38,49,76
38,50,56
39,1,19
39,8,25
39,9,76
39,12,5
39,16,99
39,20,21
39,22,34
39,26,95
39,29,91
39,38,82
39,39,0
39,41,43
39,44,62
39,45,31
39,46,38
39,50,80
40,2,55
40,3,9
40,12,76
40,19,66
40,23,67
40,24,39
40,25,13
40,29,87
40,30,28
40,32,40
40,37,25
40,38,66
40,45,64
40,47,40
40,48,56
41,29,20
42,13,86
42,21,61
42,24,34
42,28,26
42,29,89
42,31,53
42,43,20
43,36,10
43,39,45
43,46,69
44,1,63
44,3,8
44,6,50
44,9,32
44,25,67
44,29,71
44,35,11
44,36,59
44,41,48
44,44,0
44,47,6
44,48,93
44,50,65
45,1,79
45,6,48
45,37,19
45,44,89
46,23,99
47,7,58
47,14,19
47,26,12
47,36,42
47,45,68
47,49,57
48,10,34
48,11,57
48,17,13
48,38,7
48,43,46
48,47,7
48,49,19
49,5,55
49,15,60
49,18,42
49,27,67
50,12,91
